company,name,year,selling_price,km_driven,fuel,transmission,owner
Maruti,Maruti Swift LXI Option,2014,400000,50000,Petrol,Manual,First Owner
Maruti,Maruti Celerio LXI,2017,351000,36000,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 V,2007,404000,120000,Diesel,Manual,Third Owner
Maruti,Maruti Ritz LDi,2011,185000,185000,Diesel,Manual,Third Owner
Nissan,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2013,500000,50000,Petrol,Manual,Second Owner
Maruti,Maruti Zen Estilo LXI,2007,85000,80000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Manual,Second Owner
Maruti,Maruti A-Star Vxi,2010,130000,162000,Petrol,Manual,Second Owner
Maruti,Maruti Ertiga VDI,2013,480000,110000,Diesel,Manual,Third Owner
Maruti,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Manual,Third Owner
Nissan,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2005,89000,90000,Petrol,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV300 W8 Option,2019,1090000,16500,Petrol,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi,2017,1100000,67000,Diesel,Automatic,First Owner
Maruti,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Manual,First Owner
Datsun,Datsun GO T Option,2016,335000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Manual,First Owner
Toyota,Toyota Fortuner 2.8 2WD,2018,3000000,35000,Diesel,Manual,First Owner
Renault,Renault KWID RXL,2018,390000,13000,Petrol,Manual,First Owner
Honda,Honda Brio 1.2 VX,2012,325000,40000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Ameo 1.2 MPI,2019,640000,10000,Petrol,Manual,First Owner
Nissan,Nissan Sunny XV Special,2012,450000,9000,Petrol,Manual,First Owner
Toyota,Toyota Etios Liva GD,2013,400000,70000,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Sportz,2009,215000,60000,Petrol,Manual,First Owner
Renault,Renault Duster 85PS Diesel,2014,570000,40000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Manual,First Owner
Tata,Tata Indigo CS eGLX,2011,150000,50000,Petrol,Manual,Second Owner
Hyundai,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Automatic,First Owner
Mercedes-Benz,Mercedes-Benz New C-Class 220,2013,1550000,25000,Diesel,Automatic,First Owner
Tata,Tata Nano STD,2012,64000,18000,Petrol,Manual,First Owner
Nissan,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2005,65000,35000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Manual,Second Owner
Renault,Renault KWID RXT,2016,300000,30000,Petrol,Manual,First Owner
Volkswagen,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Automatic,First Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Hyundai,Hyundai i10 Magna,2010,150000,106000,Petrol,Manual,Third Owner
Toyota,Toyota Etios Liva Diesel,2012,265000,162000,Diesel,Manual,Third Owner
Honda,Honda CR-V 2.4L 4WD,2009,500000,120000,Petrol,Automatic,Second Owner
Maruti,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2014,535000,70000,Diesel,Manual,Third Owner
Toyota,Toyota Innova 2.5 G1,2005,250000,240000,Diesel,Manual,Third Owner
Maruti,Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna XXi ABS,2009,340000,214000,Petrol,Manual,Second Owner
Hyundai,Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Manual,Second Owner
Maruti,Maruti Alto 800 VXI,2016,240000,50000,Petrol,Manual,First Owner
Honda,Honda City i-VTEC CVT,2018,1085000,1000,Petrol,Automatic,First Owner
Maruti,Maruti Swift Dzire AMT,2017,750000,19000,Diesel,Automatic,First Owner
Tata,Tata Indigo LS,2012,95000,265000,Diesel,Manual,Second Owner
Maruti,Maruti Eeco CNG 5,2020,409999,35000,CNG,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2014,215000,80000,Petrol,Manual,Second Owner
Mahindra,Mahindra XUV500 AT W10,2016,1290000,50000,Diesel,Automatic,First Owner
Maruti,Maruti Alto K10 LXI,2010,150000,80000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Sportz,2013,219000,50000,Petrol,Manual,Second Owner
Tata,Tata Tiago 1.2 Revotron,2018,325000,100000,Petrol,Manual,First Owner
Maruti,Maruti Eeco Smiles 5,2013,260000,120000,Petrol,Manual,Second Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Honda,Honda Amaze S CVT,2019,700000,40000,Diesel,Automatic,First Owner
Hyundai,Hyundai Creta 1.4 CRDi,2017,950000,45000,Diesel,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Manual,Second Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2015,409999,135000,Diesel,Manual,Second Owner
Toyota,Toyota Innova 2.5 G,2015,840000,120000,Diesel,Manual,Second Owner
Toyota,Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,2017,900000,50000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 V,2008,570000,134000,Diesel,Manual,Second Owner
Nissan,Nissan Micra Diesel XV,2011,254999,110000,Diesel,Manual,Second Owner
Maruti,Maruti 800 AC BSIII,2009,130000,40000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2013,530000,120000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Polo 1.5 TDI,2015,520000,110000,Diesel,Manual,Second Owner
Mahindra,Mahindra Verito 1.5 D2,2011,229999,170000,Diesel,Manual,Second Owner
Maruti,Maruti 800 AC BSIII,2004,81000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2015,409999,93000,Petrol,Manual,First Owner
Maruti,Maruti 800 Std,2010,120000,70000,Petrol,Manual,Second Owner
Maruti,Maruti Celerio VXI,2014,320000,50000,Petrol,Manual,First Owner
Ford,Ford Figo Diesel EXI,2015,292000,70000,Diesel,Manual,First Owner
Tata,Tata Safari DICOR 2.2,2012,390000,80000,Diesel,Manual,First Owner
Ford,Ford Figo 1.2P Titanium,2016,550000,44000,Petrol,Manual,First Owner
Maruti,Maruti Celerio ZXI,2014,385000,25000,Petrol,Manual,First Owner
Hyundai,Hyundai Creta 1.6 VTVT,2016,800000,25000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VXI,2019,675000,10000,Petrol,Manual,First Owner
Tata,Tata Hexa XT,2018,1525000,50000,Diesel,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel,2018,950000,30000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Active 1.4,2015,610000,50000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Asta 1.4,2012,525000,120000,Diesel,Manual,First Owner
Honda,Honda Amaze S CVT,2019,700000,40000,Diesel,Automatic,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Manual,First Owner
Nissan,Nissan Terrano XL Plus,2015,580000,90000,Diesel,Manual,First Owner
Maruti,Maruti Swift VXI Windsong,2015,434999,50000,Petrol,Manual,Second Owner
Datsun,Datsun RediGO 1.0 S,2020,350000,2136,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2012,730000,250000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2015,1050000,120000,Diesel,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Manual,First Owner
Renault,Renault Duster 110PS Diesel,2018,1050000,18000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Enjoy 1.3 TCDi,2016,420000,110000,Diesel,Manual,Second Owner
Maruti,Maruti SX4 S Cross,2017,800000,60000,Diesel,Manual,First Owner
Toyota,Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Manual,Second Owner
Toyota,Toyota Fortuner 4x2 AT,2015,1900000,130000,Diesel,Automatic,First Owner
Chevrolet,Chevrolet Captiva LT,2011,500000,99500,Diesel,Manual,Third Owner
Tata,Tata Indica Vista Aqua,2011,200000,110000,Diesel,Manual,Second Owner
Nissan,Nissan Micra Active XL,2016,370000,35000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna Transform CRDi,2010,260000,110000,Diesel,Manual,Second Owner
Mahindra,Mahindra KUV 100 mFALCON,2016,280000,100000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga VXI,2014,610000,21000,Petrol,Manual,First Owner
Ford,Ford Fiesta Titanium 1.5,2013,300000,60000,Diesel,Manual,Second Owner
Tata,Tata Indigo CS LX,2010,140000,40000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Manual,First Owner
Maruti,Maruti A-Star Vxi,2010,200000,65000,Petrol,Manual,Second Owner
Maruti,Maruti Wagon R VXI,2011,200000,80000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDi,2015,560000,119000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,2016,750000,80000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2017,585000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VTVT,2016,760000,20000,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2014,430000,80000,Diesel,Manual,Second Owner
Mahindra,Mahindra KUV 100 D75,2020,480000,44665,Diesel,Manual,First Owner
Kia,Kia Seltos HTE D,2019,643000,10000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 VTVT,2018,500000,60000,Petrol,Manual,First Owner
Honda,Honda Brio 1.2 S,2016,425000,22000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2014,250000,25000,Petrol,Manual,First Owner
Maruti,Maruti Celerio LDi,2016,285000,70000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VXi,2008,160000,123000,Petrol,Manual,Third Owner
Volkswagen,Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Beat LS,2013,170000,70000,Petrol,Manual,Second Owner
Toyota,Toyota Etios Liva GD,2013,409999,45000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 AT,2015,400000,40000,Petrol,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Manual,First Owner
Honda,Honda Civic 1.8 V,2007,350000,90000,Petrol,Automatic,First Owner
Maruti,Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 VXI,2017,268000,25000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2016,270000,50000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2013,300000,50000,Diesel,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2017,450000,90000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2012,220000,70000,Diesel,Manual,Second Owner
Tata,Tata New Safari DICOR,2009,250000,146000,Diesel,Manual,Second Owner
Ford,Ford Figo Petrol EXI,2012,300000,85000,Petrol,Manual,Second Owner
Tata,Tata Indica V2 2001-2011,2009,88000,201850,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2018,755000,15000,Diesel,Manual,First Owner
Datsun,Datsun RediGO S,2017,235000,25000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 LXI,2011,165000,90000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Manual,Second Owner
Tata,Tata Indica V2 DLX,2011,110000,50000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 DI,2012,320000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VDI BSIV,2010,330000,110000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Asta Option,2016,540000,38000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual,First Owner
Maruti,Maruti Eeco 7 Seater,2016,270000,100000,Petrol,Manual,Third Owner
Maruti,Maruti Swift Dzire 1.2,2012,450000,30000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Beat LT,2015,200000,50000,Petrol,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2017,425000,42000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 LS,2016,400000,30000,Petrol,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Manual,Third Owner
Jeep,Jeep Compass 2.0 Longitude,2018,1600000,14000,Diesel,Manual,First Owner
Honda,Honda City i VTEC,2015,900000,22000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Manual,First Owner
Maruti,Maruti Alto K10 2010-2014,2011,210000,46000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta,2018,801000,20000,Petrol,Manual,First Owner
Tata,Tata Venture EX 7,2014,317000,15000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga VXI,2015,600000,40000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 Magna,2014,330000,30000,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Magna Plus,2017,320000,15000,Petrol,Manual,Second Owner
Maruti,Maruti Estilo LXI,2010,160000,50000,Petrol,Manual,First Owner
Hyundai,Hyundai Getz GLX,2007,120000,110000,Petrol,Manual,Second Owner
Maruti,Maruti Alto LXi,2009,130000,70000,Petrol,Manual,Second Owner
Chevrolet,Chevrolet Sail 1.2 LS,2015,220000,80000,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2008,229999,50000,Diesel,Manual,Third Owner
Tata,Tata Zest Revotron 1.2T,2015,340000,110000,Petrol,Manual,First Owner
Ford,Ford Classic 1.4 Duratorq,2013,200000,70000,Diesel,Manual,Second Owner
Maruti,Maruti Alto LXI,2002,140000,50000,Petrol,Manual,Second Owner
Toyota,Toyota Innova 2.5 G,2013,1000000,190000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero SLX,2010,495000,100000,Diesel,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2015,236000,60000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R VXI,2015,390000,40000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDi,2009,275000,90000,Diesel,Manual,Second Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi,2017,775000,32000,Diesel,Manual,First Owner
Toyota,Toyota Innova Crysta 2.8,2016,1800000,30000,Diesel,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 CRDi,2016,850000,58000,Diesel,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi,2018,750000,5000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.2 Spotz,2018,570000,25000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2018,580000,32000,Petrol,Manual,First Owner
Honda,Honda Jazz 1.2 VX,2016,484999,30000,Petrol,Manual,First Owner
Honda,Honda BR-V i-VTEC S,2017,700000,43000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna S,2012,415000,60000,Petrol,Manual,First Owner
Nissan,Nissan Micra XV CVT,2015,325000,50000,Petrol,Automatic,First Owner
Ford,Ford Figo Aspire 1.2,2018,550000,14200,Petrol,Manual,First Owner
Hyundai,Hyundai EON Sportz,2017,300000,10000,Petrol,Manual,First Owner
Datsun,Datsun RediGO T Option,2018,217000,25000,Petrol,Manual,First Owner
Ford,Ford Freestyle Titanium Petrol,2018,700000,19100,Petrol,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel,2014,484999,54000,Diesel,Manual,First Owner
Nissan,Nissan Sunny XL D,2018,670000,35000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2018,500000,20000,Petrol,Manual,Second Owner
Maruti,Maruti SX4 S Cross,2016,675000,52000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi,2011,220000,120000,Diesel,Manual,Second Owner
Jeep,Jeep Compass 2.0 Limited,2017,1650000,50000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga ZDI,2013,630000,120000,Diesel,Manual,Second Owner
Tata,Tata Manza Aura Quadrajet,2010,250000,90000,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R LXI,2004,120000,120000,Petrol,Manual,Third Owner
Skoda,Skoda Rapid 1.5 TDI,2015,300000,101500,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 CRDi,2013,525000,75000,Diesel,Automatic,First Owner
Maruti,Maruti Alto K10 LXI,2011,204999,97500,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 LXI,2011,204999,97500,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S10,2016,1100000,100000,Diesel,Manual,First Owner
Renault,Renault Duster 110PS Diesel,2012,480000,55735,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV500 W4,2014,605000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2016,250000,50000,Petrol,Manual,Second Owner
Ford,Ford Figo Diesel Celebration,2013,245000,70000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VXI,2020,730000,1500,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLX,2012,500000,76000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R VXI,2015,400000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2015,280000,60000,Petrol,Manual,Second Owner
Toyota,Toyota Innova 2.5 G,2009,561000,170000,Diesel,Manual,Third Owner
Mitsubishi,Mitsubishi Pajero Sport 4X4,2013,950000,181491,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,2016,375000,53319,Diesel,Manual,First Owner
Volkswagen,Volkswagen Ameo 1.5 TDI,2017,700000,40906,Diesel,Manual,First Owner
Toyota,Toyota Etios VX,2012,375000,31711,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,2012,270000,43755,Petrol,Manual,Second Owner
Renault,Renault KWID RXT,2016,300000,66693,Petrol,Manual,First Owner
Maruti,Maruti Zen Estilo VXI,2010,225000,59549,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2015,1350000,94385,Diesel,Manual,First Owner
Maruti,Maruti Zen Estilo LXI,2010,200000,73730,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2011,400000,221889,Diesel,Manual,First Owner
Honda,Honda Amaze VX i-DTEC,2013,500000,116104,Diesel,Manual,First Owner
Maruti,Maruti Swift VXI BSIV,2015,500000,150546,Petrol,Manual,First Owner
Toyota,Toyota Fortuner 2.8 2WD,2013,1500000,148120,Diesel,Manual,First Owner
Ford,Ford Ecosport 1.5 Ti,2015,555000,20000,Petrol,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2,2018,580000,30000,Petrol,Automatic,First Owner
Tata,Tata Aria Pride,2011,337000,142000,Diesel,Manual,Third Owner
Tata,Tata Sumo CX 10,2011,175000,20000,Diesel,Manual,First Owner
Tata,Tata Manza Aura Plus,2009,180000,120000,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Sportz 1.1L,2011,200000,80000,Petrol,Manual,First Owner
Tata,Tata Indigo CS LX,2016,260000,60000,Diesel,Manual,First Owner
Renault,Renault KWID 1.0 RXT,2016,350000,25000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero SLX,2011,409999,50000,Diesel,Manual,Second Owner
Mahindra,Mahindra TUV 300 T8,2017,655000,126000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire LDI,2015,370000,170000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2013,200000,24000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga SHVS ZDI,2017,800000,100000,Diesel,Manual,Second Owner
Tata,Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Manual,First Owner
Ford,Ford Figo Diesel ZXI,2012,300000,70000,Diesel,Manual,Second Owner
Maruti,Maruti Omni E MPI,2017,220000,40000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R LXI,2011,196000,110000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Era,2008,135000,80000,Petrol,Manual,Second Owner
Tata,Tata Bolt Revotron XE,2015,299000,16500,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2017,300000,30000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,2017,720000,80000,Diesel,Manual,First Owner
Tata,Tata Safari Storme EX,2016,650000,50000,Diesel,Manual,Third Owner
Maruti,Maruti Alto K10 VXI,2016,300000,25000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2019,750000,20000,Diesel,Manual,First Owner
